lang	file	raw	intermediate1	intermediate2	updated
dan	dan-001-077	ˈfiɛːɹ	f i ɛː ɹ	fiɛːɹ	fiɛːɹ
dan	dan-001-078	ˈiœjʁnə	i œ j ʁ n ə	iœjʁnə	iœjʁnə
dan	dan-001-081	ˈbɛʔst	b ɛ ʔ s t	bɛʔst	bɛʔst
dan	dan-001-082	ˈbɛst	b ɛ s t	bɛst	bɛst
dan	dan-001-083	ˈɛnʔəɹ	ɛ n ʔ ə ɹ	ɛnʔəɹ	ɛnʔəɹ
dan	dan-001-084	ˈɛnəɹ	ɛ n ə ɹ	ɛnəɹ	ɛnəɹ
dan	dan-001-085	ˈskyʔ	s k y ʔ	skyʔ	skyʔ
dan	dan-001-086	ˈskoʔ	s k o ʔ	skoʔ	skoʔ
dan	dan-001-087	ˈmeːnə	m eː n ə	meːnə	meːnə
dan	dan-001-088	ˈmenə	m e n ə	menə	menə
dan	dan-001-089	ˈkoːnə	k oː n ə	koːnə	koːnə
dan	dan-001-090	ˈkonə	k o n ə	konə	konə
dan	dan-001-091	ˈdøːbə	d øː b ə	døːbə	døːbə
deg	deg-004-000	mídèr	m i d e r	mider	mider
deg	deg-004-001	mùdèrə́	m u d e r ə	muderə	muderə
deg	deg-004-002	mòdèrə́	m o d e r ə	moderə	moderə
deg	deg-004-003	mèdèrə́	m e d e r ə	mederə	mederə
deg	deg-004-004	mə̀dèrə́	m ə d e r ə	məderə	məderə
deg	deg-004-005	míìtùl	m i i t u l	miitul	miitul
deg	deg-004-006	mùtùlə́	m u t u l ə	mutulə	mutulə
deg	deg-004-007	mòtùlə́	m o t u l ə	motulə	motulə
deg	deg-004-008	mètùlə́	m e t u l ə	metulə	metulə
deg	deg-004-009	mə̀tùlə́	m ə t u l ə	mətulə	mətulə
deg	deg-004-010	míìdà	m i i d a	miida	miida
deg	deg-004-011	mʊ̀dá	m ʊ d a	mʊda	mʊda
deg	deg-004-012	mɔ̀dá	m ɔ d a	mɔda	mɔda
deg	deg-004-013	mɛ̀dá	m ɛ d a	mɛda	mɛda
deg	deg-004-014	màdá	m a d a	mada	mada
deg	deg-004-015	míìtà	m i i t a	miita	miita
deg	deg-004-016	mʊ̀tá	m ʊ t a	mʊta	mʊta
deg	deg-004-017	mɔ̀tá	m ɔ t a	mɔta	mɔta
deg	deg-004-018	mɛ̀tá	m ɛ t a	mɛta	mɛta
deg	deg-004-019	màtá	m a t a	mata	mata
deg	deg-004-020	ʊ́mɛ̀míìdèr	ʊ m ɛ m i i d e r	ʊmɛmiider	mɛɛmider
deg	deg-004-021	ʊ́wɔ̀mùdèrə́	ʊ w ɔ m u d e r ə	ʊwɔmuderə	wɔɔmuderə
deg	deg-004-022	ɔ́jìmòdèrə́	ɔ j i m o d e r ə	ɔjimoderə	ɔjimoderə
deg	deg-004-023	ènìmèdèrə́	e n i m e d e r ə	enimederə	enimederə
deg	deg-004-024	ʊ́màɲmèdèrə́	ʊ m a ɲ m e d e r ə	ʊmaɲmederə	maɲmederə
deg	deg-004-025	ʊ́mɛ̀míìtùl	ʊ m ɛ m i i t u l	ʊmɛmiitul	mɛɛmitul
deg	deg-004-026	ʊ́wɔ̀mùtùlə́	ʊ w ɔ m u t u l ə	ʊwɔmutulə	wɔɔmutulə
deg	deg-004-027	ɔ̀jìmòtùlə́	ɔ j i m o t u l ə	ɔjimotulə	ɔjimotulə
deg	deg-004-028	ènìmètùlə́	e n i m e t u l ə	enimetulə	enimetulə
deg	deg-004-029	ʊ́màɲmètùlə́	ʊ m a ɲ m e t u l ə	ʊmaɲmetulə	maɲmətulə
deg	deg-004-030	ʊ́mɛ̀míìdà	ʊ m ɛ m i i d a	ʊmɛmiida	mɛɛmida
deg	deg-004-031	ʊ́wɔ̀mʊ̀dá	ʊ w ɔ m ʊ d a	ʊwɔmʊda	wɔɔmʊda
deg	deg-004-032	ɔ̀jìmɔ̀dá	ɔ j i m ɔ d a	ɔjimɔda	ɔjimɔda
deg	deg-004-033	ènìmɛ̀dá	e n i m ɛ d a	enimɛda	enimɛda
deg	deg-004-034	ʊ́màɲmàdá	ʊ m a ɲ m a d a	ʊmaɲmada	maɲmada
deg	deg-004-035	ʊ́mɛ̀míìtá	ʊ m ɛ m i i t a	ʊmɛmiita	mɛɛmita
deg	deg-004-036	ʊ́wɔ̀mʊ̀tá	ʊ w ɔ m ʊ t a	ʊwɔmʊta	wɔɔmʊta
deg	deg-004-037	ɔ̀jìmɔ̀tá	ɔ j i m ɔ t a	ɔjimɔta	ɔjimɔta
deg	deg-004-038	ènìmɛ̀tá	e n i m ɛ t a	enimɛta	enimɛta
dyo	dyo-001-000	bacam	b a c a m	bacam	bacam
dyo	dyo-001-001	balai	b a l a i	balai	balai
dyo	dyo-001-002	bala	b a l a	bala	bala
dyo	dyo-001-003	busata	b u s a t a	busata	busata
dyo	dyo-001-004	edaba	e d a b a	edaba	edaba
dyo	dyo-001-005	kabanan	k a b a n a n	kabanan	kabanan
dyo	dyo-001-006	kaɲalo	k a ɲ a l o	kaɲalo	kaɲalo
dyo	dyo-001-007	kafat	k a f a t	kafat	kafat
dyo	dyo-001-008	mafas	m a f a s	mafas	mafas
dyo	dyo-001-009	faŋk	f a ŋ k	faŋk	faŋk
dyo	dyo-001-010	arana	a r a n a	arana	arana
dyo	dyo-001-011	ewel	e w e l	ewel	ewel
dyo	dyo-001-012	eʋel	e ʋ e l	eʋel	eʋel
dyo	dyo-001-013	kafaŋlen	k a f a ŋ l e n	kafaŋlen	kafaŋlen
dyo	dyo-001-014	amata	a m a t a	amata	amata
dyo	dyo-001-015	eŋak	e ŋ a k	eŋak	eŋak
dyo	dyo-001-016	enaɡ	e n a ɡ	enaɡ	enaɡ
dyo	dyo-001-017	akambani	a k a m b a n i	akambani	akambani
dyo	dyo-001-018	baɡam	b a ɡ a m	baɡam	baɡam
dyo	dyo-001-019	maɟakut	m a ɟ a k u t	maɟakut	maɟakut
dyo	dyo-001-020	emap	e m a p	emap	emap
dyo	dyo-001-021	emab	e m a b	emab	emab
dyo	dyo-001-023	ajala	a j a l a	ajala	ajala
dyo	dyo-001-024	elak	e l a k	elak	elak
dyo	dyo-001-025	elag	e l a q̠	elaq̠	elaɡ
dyo	dyo-001-026	adjaura	a d j a u r a	adjaura	adjaura
dyo	dyo-001-027	emaɡ	e m a ɡ	emaɡ	emaɡ
dyo	dyo-001-028	emak	e m a k	emak	emak
dyo	dyo-001-029	ɟat	ɟ a t	ɟat	ɟat
dyo	dyo-001-030	amata	a m a t a	amata	amata
dyo	dyo-001-031	kanap	k a n a p	kanap	kanap
efi	efi-000-000	àba	a b a	aba	aba
efi	efi-000-001	ábj͡à	a b j a	abja	abj͡a
efi	efi-000-002	àbw͡á	a b w a	abwa	abw͡a
efi	efi-000-003	àdá	a d a	ada	ada
efi	efi-000-004	àdj͡àɣá	a d j a ɣ a	adjaɣa	adj͡aɣa
efi	efi-000-005	ádw͡à	a d w a	adwa	adw͡a
efi	efi-000-006	àfan	a f a n	afan	afan
efi	efi-000-007	áfj͡a	a f j a	afja	afj͡a
efi	efi-000-008	ákàj	a k a j	akaj	akaj
efi	efi-000-009	àkw͡â	a k w a	akwa	akw͡a
efi	efi-000-010	ák͡pa	a k͡p a	ak͡pa	ak͡pa
efi	efi-000-011	ámà	a m a	ama	ama
efi	efi-000-013	mj͡áŋa	m j a ŋ a	mjaŋa	mj͡aŋa
efi	efi-000-014	ànaŋ	a n a ŋ	anaŋ	anaŋ
efi	efi-000-015	áña	a n a	ana	aɲa
efi	efi-000-016	inw͡ɛ́n	i n w ɛ n	inwɛn	inw͡ɛn
efi	efi-000-017	ñɔ́ŋ	n ɔ ŋ	nɔŋ	ɲɔŋ
efi	efi-000-020	ásj͡ak	a s j a k	asjak	asj͡ak
efi	efi-000-021	sw͡à	s w a	swa	sw͡a
efi	efi-000-022	átâ	a t a	ata	ata
efi	efi-000-023	tj͡ɛ̀nɛ́	t j ɛ n ɛ	tjɛnɛ	tj͡ɛnɛ
efi	efi-000-024	átwà	a t w a	atwa	atwa
efi	efi-000-025	àwa	a w a	awa	awa
efi	efi-000-026	áŋw͡a	a ŋ w a	aŋwa	aŋw͡a
efi	efi-000-027	úruk	u r u k	uruk	uruk
efi	efi-000-028	ùrw͡a	u r w a	urwa	urw͡a
efi	efi-000-029	útim	u t i m	utim	utim
efi	efi-000-030	útin	u t i n	utin	utin
efi	efi-000-031	ùtáŋ	u t a ŋ	utaŋ	utaŋ
efi	efi-000-032	útib	u t i b	utib	utib
efi	efi-000-034	ŋw͡ɛ̀d	ŋ w ɛ d	ŋwɛd	ŋw͡ɛd
efi	efi-000-035	sák	s a k	sak	sak
efi	efi-000-036	nw͡ɛk	n w ɛ k	nwɛk	nw͡ɛk
efi	efi-000-037	m̀ba	m b a	mba	mba
efi	efi-000-038	m̀bɛ̂	m b ɛ	mbɛ	mbe
efi	efi-000-039	m̀bí	m b i	mbi	mbi
efi	efi-000-040	ḿbò	m b o	mbo	mbo
efi	efi-000-041	ḿbɔ	m b ɔ	mbɔ	mbɔ
efi	efi-000-043	ɛ́ba	ɛ b a	ɛba	ɛba
efi	efi-000-044	ìba	i b a	iba	iba
efi	efi-000-045	óbù	o b u	obu	obu
efi	efi-000-046	ɔ́bɔ̀	ɔ b ɔ	ɔbɔ	ɔbɔ
efi	efi-000-047	ùbɛ̂	u b ɛ	ubɛ	ubɛ
efi	efi-000-048	káj	k a j	kaj	kaj
efi	efi-000-049	dɛ́j	d ɛ j	dɛj	dɛj
efi	efi-000-050	ḿboj	m b o j	mboj	mboj
efi	efi-000-051	fɔ̀j	f ɔ j	fɔj	fɔj
efi	efi-000-053	káp	k a p	kap	kap
efi	efi-000-054	kɛ́t	k ɛ t	kɛt	kɛt
ell	ell-005-001	kaiˈmɛnɔs	k a i m ɛ n ɔ s	kaimɛnɔs	kaimɛnɔs
ell	ell-005-002	ˈɣaiðarɔs	ɣ a i ð a r ɔ s	ɣaiðarɔs	ɣaiðarɔs
ell	ell-005-003	kaˈiki	k a i k i	kaiki	kaiki
ell	ell-005-004	aɛˈtos	a ɛ t o s	aɛtos	aɛtos
ell	ell-005-006	aˈɛɾas	a ɛ ɾ a s	aɛɾas	aɛɾas
ell	ell-005-007	laoɣɾaˈfia	l a o ɣ ɾ a f i a	laoɣɾafia	laoɣɾafia
ell	ell-005-008	ˈxaɔs	x a ɔ s	xaɔs	xaɔs
ell	ell-005-009	laˈɔs	l a ɔ s	laɔs	laɔs
ell	ell-005-010	ˈxaus	x a u s	xaus	xaus
ell	ell-005-011	laˈuto	l a u t o	lauto	lauto
ell	ell-005-013	ˈnɔima	n ɔ i m a	nɔima	nɔima
ell	ell-005-014	pɾoˈi	p ɾ o i	pɾoi	pɾoi
ell	ell-005-015	noɛˈɾos	n o ɛ ɾ o s	noɛɾos	noɛɾos
ell	ell-005-016	noˈɛmvɾis	n o ɛ m v ɾ i s	noɛmvɾis	noɛmvɾis
ell	ell-005-017	ˈvɔas	v ɔ a s	vɔas	vɔas
ell	ell-005-019	vuˈizo	v u i z o	vuizo	vuizo
ell	ell-005-020	aˈkui	a k u i	akui	akui
ell	ell-005-021	vuɛˈɾɔs	v u ɛ ɾ ɔ s	vuɛɾɔs	vuɛɾɔs
ell	ell-005-022	tuaˈlɛta	t u a l ɛ t a	tualɛta	tualɛta
ell	ell-005-023	aˈkuo	a k u o	akuo	akuo
ell	ell-005-024	ˈpɔs	p ɔ s	pɔs	pɔs
ell	ell-005-025	ˈpjɔs	p j ɔ s	pjɔs	pjɔs
ell	ell-005-026	ˈtutɔs	t u t ɔ s	tutɔs	tutɔs
ell	ell-005-027	tiˈutɔs	t i u t ɔ s	tiutɔs	tiutɔs
ell	ell-005-028	ˈkɔla	k ɔ l a	kɔla	kɔla
ell	ell-005-029	ˈcjɔ͡las	c j ɔ l a s	cjɔlas	cjɔlas
ell	ell-005-030	ˈfalɛna	f a l ɛ n a	falɛna	falɛna
ell	ell-005-031	fiˈali	f i a l i	fiali	fiali
ell	ell-005-032	ˈvazo	v a z o	vazo	vazo
ell	ell-005-033	viˈazo	v i a z o	viazo	viazo
ell	ell-005-034	ˈðɔ	ð ɔ	ðɔ	ðɔ
ell	ell-005-035	ðiˈɔ	ð i ɔ	ðiɔ	ðiɔ
ell	ell-005-036	ˈisa	i s a	isa	isa
ell	ell-005-037	ˈisja	i s j a	isja	isja
ell	ell-005-038	xaˈsisi	x a s i s i	xasisi	xasisi
ell	ell-005-040	ma	m a	ma	ma
ell	ell-005-041	miˈa	m i a	mia	mia
ell	ell-005-042	ˈnata	n a t a	nata	nata
ell	ell-005-043	ˈnjata	n j a t a	njata	njata
ell	ell-005-044	ðanˈgɔni	ð a n q̠ ɔ n i	ðanq̠ɔni	ðanɡɔni
ell	ell-005-045	kaɾaŋˈgjɔzi	k a ɾ a ŋ q̠ j ɔ z i	kaɾaŋq̠jɔzi	kaɾaŋɡjɔzi
ell	ell-005-046	tɾɛˈlɔs	t ɾ ɛ l ɔ s	tɾɛlɔs	tɾɛlɔs
ell	ell-005-047	paˈljɔs	p a l j ɔ s	paljɔs	paljɔs
ell	ell-005-048	vaˈɾa	v a ɾ a	vaɾa	vaɾa
ell	ell-005-049	vaˈɾja	v a ɾ j a	vaɾja	vaɾja
ell	ell-005-050	ˈsas	s a s	sas	sas
ell	ell-005-051	ˈsjazi	s j a z i	sjazi	sjazi
ell	ell-005-052	ˈisa	i s a	isa	isa
ell	ell-005-053	ˈisja	i s j a	isja	isja
ell	ell-005-054	soˈfɔs	s o f ɔ s	sofɔs	sofɔs
ell	ell-005-055	sioˈpɔ	s i o p ɔ	siopɔ	siopɔ
ema	ema-000-000	ɔ́píà	ɔ p i a	ɔpia	ɔpia
ema	ema-000-002	óbɔ̀	o b ɔ	obɔ	obɔ
ema	ema-000-003	àg͡bɔ̃̀	a q̠ b ɔ̃	aq̠bɔ̃	aɡ͡bɔ̃
ema	ema-000-004	àtà	a t a	ata	ata
ema	ema-000-005	àdà	a d a	ada	ada
ema	ema-000-006	ót̠ʃè	o t̠ ʃ e	ot̠ʃe	ot̠ʃe
ema	ema-000-007	òd̠ʒè	o d̠ ʒ e	od̠ʒe	od̠ʒe
ema	ema-000-008	àkò	a k o	ako	ako
ema	ema-000-009	ɔgɔ̀	ɔ q̠ ɔ	ɔq̠ɔ	ɔɡɔ
ema	ema-000-010	òmò	o m o	omo	omo
ema	ema-000-011	ònà	o n a	ona	ona
ema	ema-000-012	ɛ̀fè	ɛ f e	ɛfe	ɛfe
ema	ema-000-013	áwà	a w a	awa	awa
ema	ema-000-014	éʋóró	e ʋ o r o	eʋoro	eʋoro
ema	ema-000-015	ɛ̀vɔ̃̀	ɛ v ɔ̃	ɛvɔ̃	ɛvɔ̃
ema	ema-000-016	ɛ́sɛ̀	ɛ s ɛ	ɛsɛ	ɛsɛ
ema	ema-000-017	ózì	o z i	ozi	ozi
ema	ema-000-018	ɔ̀xà	ɔ x a	ɔxa	ɔxa
ema	ema-000-019	ɔ̀hà	ɔ h a	ɔha	ɔha
ema	ema-000-020	álálò	a l a l o	alalo	alalo
ema	ema-000-021	èɾà	e ɾ a	eɾa	eɾa
ema	ema-000-022	éɹáɹé	e ɹ a ɹ e	eɹaɹe	eɹaɹe
ema	ema-000-023	héjè	h e j e	heje	heje
eus	eus-001-000	ˈbetoˈker	b e t o k e r	betoker	betoker
eus	eus-001-001	ˈbekaˈtu	b e k a t u	bekatu	bekatu
eus	eus-001-002	ˈaβuˈɾu	a β u ɾ u	aβuɾu	aβuɾu
eus	eus-001-003	ˈlaβe	l a β e	laβe	laβe
eus	eus-001-004	gau	q̠ a u	q̠au	ɡau
eus	eus-001-005	gaβa	q̠ a β a	q̠aβa	ɡaβa
eus	eus-001-006	paiˈʃaja	p a i ʃ a j a	paiʃaja	paiʃaja
eus	eus-001-007	aˈpaɾi	a p a ɾ i	apaɾi	apaɾi
eus	eus-001-008	ˈama̜	a m a	ama	ama̜
eus	eus-001-009	ˈdɛmboˈɾa	d ɛ m b o ɾ a	dɛmboɾa	dɛmboɾa
eus	eus-001-010	giˈs̪ompɛˈtɾaˈla	q̠ i s̪ o m p ɛ t ɾ a l a	q̠is̪ompɛtɾala	ɡis̪ompɛtɾala
eus	eus-001-011	aɱˈfɛˈtamiˈna	a ɱ f ɛ t a m i n a	aɱfɛtamina	aɱfɛtamina
eus	eus-001-012	ˈɛɱfaˈʃi	ɛ ɱ f a ʃ i	ɛɱfaʃi	ɛɱfaʃi
eus	eus-001-013	ˈfeðe	f e ð e	feðe	feðe
eus	eus-001-014	aˈfuˈʃilaˈtu	a f u ʃ i l a t u	afuʃilatu	afuʃilatu
eus	eus-001-015	ˈd̪and̪aˈka	d̪ a n d̪ a k a	d̪and̪aka	d̪and̪aka
eus	eus-001-016	ˈald̪aˈpa	a l d̪ a p a	ald̪apa	ald̪apa
eus	eus-001-017	eˈðer	e ð e r	eðer	eðer
eus	eus-001-018	ˈd̪uðaˈla	d̪ u ð a l a	d̪uðala	d̪uðala
eus	eus-001-019	ˈt̪eilaˈtu	t̪ e i l a t u	t̪eilatu	t̪eilatu
eus	eus-001-020	aˈte	a t e	ate	ate
eus	eus-001-021	bat	b a t	bat	bat
eus	eus-001-023	nĩ	n ĩ	nĩ	n̪ĩ
eus	eus-001-024	e̜n̪ẽ	e n̪ ẽ	en̪ẽ	e̜n̪ẽ
eus	eus-001-025	ˈa̜n̪d̪eˈɾe	a n̪ d̪ e ɾ e	an̪d̪eɾe	a̜n̪d̪eɾe
eus	eus-001-026	giˈs̪o̜n̪	q̠ i s̪ o n̪	q̠is̪on̪	ɡis̪o̜n̪
eus	eus-001-027	ˈa̜nts̪aˈɾa	a n t s̪ a ɾ a	ants̪aɾa	a̜nts̪aɾa
eus	eus-001-028	pɛ̜nˈtṣa̜mẽn̪ˈd̪u	p ɛ n t s a m ẽ n̪ d̪ u	pɛntsamẽn̪d̪u	pɛ̜ntʂa̜mẽn̪d̪u
eus	eus-001-029	ˈgɛri	q̠ ɛ r i	q̠ɛri	ɡɛri
eus	eus-001-030	gomˈbaˈɾas̪iˈo	q̠ o m b a ɾ a s̪ i o	q̠ombaɾas̪io	ɡombaɾas̪io
eus	eus-001-031	ˈaɣeɾˈt̪u	a ɣ e ɾ t̪ u	aɣeɾt̪u	aɣeɾt̪u
eus	eus-001-032	mu̜ˈɣa	m u ɣ a	muɣa	muɣa
eus	eus-001-033	kaˈfe	k a f e	kafe	kafe
eus	eus-001-034	ˈaŋka	a ŋ k a	aŋka	aŋka
eus	eus-001-035	ˈkokaˈt̪u	k o k a t̪ u	kokat̪u	kokat̪u
eus	eus-001-036	aˈɾat̪iˈnĩk	a ɾ a t̪ i n ĩ k	aɾat̪inĩk	aɾat̪inĩk
eus	eus-001-037	d̪uk	d̪ u k	d̪uk	d̪uk
eus	eus-001-038	eˈɣiŋgoˈðu	e ɣ i ŋ q̠ o ð u	eɣiŋq̠oðu	eɣiŋɡoðu
eus	eus-001-039	ˈaiŋguˈɾa	a i ŋ q̠ u ɾ a	aiŋq̠uɾa	aiŋɡuɾa
eus	eus-001-040	s̪u	s̪ u	s̪u	s̪u
eus	eus-001-041	giˈs̪o̜n	q̠ i s̪ o n	q̠is̪on	ɡis̪o̜n
eus	eus-001-042	ṣu	s u	su	s̪u
eus	eus-001-043	euṣˈkaɾa	e u s k a ɾ a	euskaɾa	euʂkaɾa
eus	eus-001-044	ˈʃukaˈt̪u	ʃ u k a t̪ u	ʃukat̪u	ʃukat̪u
eus	eus-001-047	pe̜nˈtṣa̜mẽnˈd̪u	p e n t s a m ẽ n d̪ u	pentsamẽnd̪u	pe̜ntʂa̜mẽnd̪u
eus	eus-001-048	hotṣ	h o t s	hots	hotʂ
ewe	ewe-001-000	pàpá	p a p a	papa	papa
ewe	ewe-001-002	éba	e b a	eba	eba
ewe	ewe-001-003	ég͡bá	e q̠ b a	eq̠ba	eɡ͡ba
ewe	ewe-001-004	étá	e t a	eta	eta
ewe	ewe-001-005	éd̪à	e d̪ a	ed̪a	ed̪a
ewe	ewe-001-006	éɖá	e ɖ a	eɖa	eɖa
ewe	ewe-001-009	éd̠ʑá	e d̠ ʑ a	ed̠ʑa	ed̠ʑa
ewe	ewe-001-011	égã́	e q̠ ã	eq̠ã	eɡã
ewe	ewe-001-012	émá	e m a	ema	ema
ewe	ewe-001-013	éná	e n a	ena	ena
ewe	ewe-001-014	éɲa	e ɲ a	eɲa	eɲa
ewe	ewe-001-015	éŋé	e ŋ e	eŋe	eŋe
ewe	ewe-001-016	éɸà	e ɸ a	eɸa	eɸa
ewe	ewe-001-019	éwɔ̀	e w ɔ	ewɔ	ewɔ
ewe	ewe-001-020	ɛ̀βɛ̀	ɛ β ɛ	ɛβɛ	ɛβɛ
ewe	ewe-001-023	éxé	e x e	exe	exe
ewe	ewe-001-024	éhé	e h e	ehe	ehe
ewe	ewe-001-025	ézá	e z a	eza	eza
ewe	ewe-001-026	éjá	e j a	eja	eja
ewe	ewe-001-027	éɣá	e ɣ a	eɣa	eɣa
ewe	ewe-001-028	élé	e l e	ele	ele
ewe	ewe-001-031	éblá	e b l a	ebla	ebla
ewe	ewe-001-032	àɡ͡blè	a ɡ͡b l e	aɡ͡ble	aɡ͡ble
ewe	ewe-001-034	édró	e d r o	edro	edro
ewe	ewe-001-035	ét̠ɕrì	e t̠ ɕ r i	et̠ɕri	et̠ɕri
ewe	ewe-001-036	édʑré	e d ʑ r e	edʑre	edʑre
ewe	ewe-001-038	éɡlɔ̃́	e ɡ l ɔ̃	eɡlɔ̃	eɡlɔ̃
ewe	ewe-001-039	émlã́	e m l ã	emlã	emlã
ewe	ewe-001-040	éɲrẽ́	e ɲ r ẽ	eɲrẽ	eɲrẽ
ewe	ewe-001-041	éŋlɔ́	e ŋ l ɔ	eŋlɔ	eŋlɔ
ewe	ewe-001-042	éɸlè	e ɸ l e	eɸle	eɸle
ewe	ewe-001-043	éflẽ́	e f l ẽ	eflẽ	eflẽ
ewe	ewe-001-044	éwlɔ́	e w l ɔ	ewlɔ	ewlɔ
ewe	ewe-001-046	évló	e v l o	evlo	evlo
ewe	ewe-001-047	ésrɔ̃́	e s r ɔ̃	esrɔ̃	esrɔ̃
ewe	ewe-001-049	ehlɔ	e h l ɔ	ehlɔ	ehlɔ
ewe	ewe-001-050	éjrá	e j r a	ejra	ejra
ewe	ewe-001-051	éɣlá	e ɣ l a	eɣla	eɣla
ffm	ffm-001-000	topaadˀaa	t o p a a dˀ a a	topaadˀaa	topaadˀaa
ffm	ffm-001-001	obarkidˀii	o b a r k i dˀ i i	obarkidˀii	obarkidˀii
ffm	ffm-001-002	obˀamtii	o bˀ a m t i i	obˀamtii	obˀamtii
ffm	ffm-001-003	nombaaldudˀaa	n o m b a a l d u dˀ a a	nombaaldudˀaa	nombaaldˀaa
ffm	ffm-001-004	otawii	o t a w i i	otawii	otawii
ffm	ffm-001-005	odawii	o d a w i i	odawii	odawii
ffm	ffm-001-006	odˀaanike	o dˀ a a n i k e	odˀaanike	odˀaanike
ffm	ffm-001-007	bˀet̟ɕoodii	bˀ e t̟ ɕ o o d i i	bˀet̟ɕoodii	bˀet̟ɕoodii
ffm	ffm-001-008	ondaarii	o n d a a r i i	ondaarii	ondaarii
ffm	ffm-001-009	od̠ʑalii	o d̠ ʑ a l i i	od̠ʑalii	od̠ʑalii
ffm	ffm-001-010	bˀekaarii	bˀ e k a a r i i	bˀekaarii	bˀekaarii
ffm	ffm-001-011	oɡooŋdˀii	o ɡ o o ŋ dˀ i i	oɡooŋdˀii	oɡooŋdˀii
ffm	ffm-001-012	bˀeŋɡarii	bˀ e ŋ ɡ a r i i	bˀeŋɡarii	bˀeŋɡarii
ffm	ffm-001-013	oʔaawii	o ʔ a a w i i	oʔaawii	oʔaawii
ffm	ffm-001-014	omahii	o m a h i i	omahii	omahii
ffm	ffm-001-015	onaatii	o n a a t i i	onaatii	onaatii
ffm	ffm-001-016	oɲaamii	o ɲ a a m i i	oɲaamii	oɲaamii
ffm	ffm-001-017	oŋatii	o ŋ a t i i	oŋatii	oŋatii
ffm	ffm-001-018	ofabˀbii	o f a bˀ b i i	ofabˀbii	ofabˀbii
ffm	ffm-001-019	owarii	o w a r i i	owarii	owarii
ffm	ffm-001-020	owoowii	o w o o w i i	owoowii	owoowii
ffm	ffm-001-021	owulii	o w u l i i	owulii	owulii
ffm	ffm-001-022	owinndii	o w i n n d i i	owinndii	owinndii
ffm	ffm-001-023	owelaa	o w e l a a	owelaa	owelaa
ffm	ffm-001-024	osoodii	o s o o d i i	osoodii	osoodii
ffm	ffm-001-025	ohaarii	o h a a r i i	ohaarii	ohaarii
ffm	ffm-001-026	oloonii	o l o o n i i	oloonii	oloonii
ffm	ffm-001-027	oremii	o r e m i i	oremii	oremii
ffm	ffm-001-028	ojarii	o j a r i i	ojarii	ojarii
ffm	ffm-001-030	tojen̠d̠ʑaanodˀaa	t o j e n̠ d̠ ʑ a a n o dˀ a a	tojen̠d̠ʑaanodˀaa	tojen̠d̠ʑaanodˀaa
ffm	ffm-001-031	owoowiipaaɓiʔepobbi	o w o o w i i p a a ɓ i ʔ e p o b b i	owoowiipaaɓiʔepobbi	owoowiipaaɓiʔepobbi
fin	fin-002-000	puola	p u o l a	puola	puola
fin	fin-002-001	tuo	t u o	tuo	tuo
fin	fin-002-002	kuovi	k u o v i	kuovi	kuovi
fin	fin-002-003	suo	s u o	suo	suo
fin	fin-002-004	vuo	v u o	vuo	vuo
fin	fin-002-005	huomen	h u o m e n	huomen	huomen
fin	fin-002-006	muona	m u o n a	muona	muona
fin	fin-002-007	nuo	n u o	nuo	nuo
fin	fin-002-008	luo	l u o	luo	luo
fin	fin-002-009	ruoko	r u o k o	ruoko	ruoko
fin	fin-002-010	juo	j u o	juo	juo
fin	fin-002-011	kadon	k a d o n	kadon	kadon
fin	fin-002-012	katon	k a t o n	katon	katon
fin	fin-002-013	koŋin	k o ŋ i n	koŋin	koŋin
fin	fin-002-014	konin	k o n i n	konin	konin
fin	fin-002-015	ilo	i l o	ilo	ilo
fin	fin-002-016	elo	e l o	elo	elo
fin	fin-002-017	ӕlӕ	l	l	ӕlӕ
fin	fin-002-018	øljy	ø l j y	øljy	øljy
fin	fin-002-019	yli	y l i	yli	yli
fin	fin-002-020	ala	a l a	ala	ala
fin	fin-002-021	olo	o l o	olo	olo
fin	fin-002-022	ulos	u l o s	ulos	ulos
fin	fin-002-023	keiden	k e i d e n	keiden	keiden
fin	fin-002-024	tӕit	t i t	tit	tӕit
fin	fin-002-025	kuiden	k u i d e n	kuiden	kuiden
fin	fin-002-026	kairan	k a i r a n	kairan	kairan
fin	fin-002-027	koiran	k o i r a n	koiran	koiran
fin	fin-002-028	tøitӕ	t ø i t	tøit	tøitӕ
fin	fin-002-030	kauran	k a u r a n	kauran	kauran
fin	fin-002-031	kourin	k o u r i n	kourin	kourin
fin	fin-002-032	keula	k e u l a	keula	keula
fin	fin-002-033	kiuru	k i u r u	kiuru	kiuru
fin	fin-002-034	kӕyden	k y d e n	kyden	kӕyden
fin	fin-002-035	køyden	k ø y d e n	køyden	køyden
fin	fin-002-037	tyøt	t y ø t	tyøt	tyøt
fin	fin-002-038	kuorin	k u o r i n	kuorin	kuorin
fin	fin-002-039	lupa	l u p a	lupa	lupa
fin	fin-002-041	aita	a i t a	aita	aita
fin	fin-002-042	ait:a	a i tː a	aitːa	aitːa
fin	fin-002-043	laki	l a k i	laki	laki
fin	fin-002-045	kisa	k i s a	kisa	kisa
fin	fin-002-046	kis:a	k i sː a	kisːa	kisːa
fin	fin-002-047	rima:	r i m aː	rimaː	rimaː
fin	fin-002-048	rim:a:	r i mː aː	rimːaː	rimːaː
fin	fin-002-049	kana	k a n a	kana	kana
